fit_category,product_type,fit_rating,user_bust_cm,user_waist_cm,user_hip_cm,product_chest_cm,product_waist_cm,product_hip_cm
upper_fitted,fitted kurti,Perfect Fit,84.07851010579353,70.67770524739758,87.32316822229662,84.95330581803815,67.33026534198348,85.92151289006375
upper_loose,poncho,Perfect Fit,84.08679522759402,92.9610473356462,105.66510785073564,85.72827927735341,89.96757455320318,105.78184651360512
dresses,midi dress,Perfect Fit,115.60300078329443,71.38404432510205,122.04414597069444,114.70379017651972,70.07482235040918,123.7285885114244
dresses,maxi dress,Slightly Tight,98.02868727937289,65.29787816169633,123.25720671003492,96.52747371278235,65.7874686568252,124.18161549656769
upper_fitted,shirt,Perfect Fit,108.22567642373502,108.6328032872741,107.03852381746302,108.70287349197929,107.55748464600926,107.69084358372318
upper_loose,kaftan,Perfect Fit,92.43461500199633,90.49497597625619,106.87963505471973,93.72539820398441,92.3953789054246,105.09375325287708
upper_fitted,crop top,Slightly Loose,120.9142395104665,103.43134265586218,126.87610603062791,124.65997481836396,106.61115890113126,128.26616884553755
upper_loose,poncho,Slightly Tight,88.45724846147303,93.80838642782106,118.46781758213967,84.90431451619119,93.74835952813233,115.05020954329844
upper_fitted,t-shirt,Slightly Loose,109.63482711727009,99.96943880136456,106.80874911737847,111.67880554415059,99.19541677793704,112.54102492890269
lower_fitted,formal pants,Slightly Loose,112.50959148437391,105.0122761181474,88.69608380691832,111.4324891053116,107.49404884736211,89.33883878383651
upper_loose,oversized shirt,Perfect Fit,79.75369825621415,113.88369505197895,130.4528508345581,81.29034183322545,114.87591177782544,127.81164861032192
upper_loose,poncho,Perfect Fit,113.07697323354716,92.85224410656556,101.7409957236762,114.36071345704087,93.88780149202316,101.62819777100292
upper_fitted,crop top,Perfect Fit,93.40302555813109,95.65530597154164,130.17247832069515,93.66257966483991,93.54089290286018,129.4904568583245
dresses,maxi dress,Slightly Tight,108.16057500532041,60.81713394783832,112.84139090908221,104.49343243701027,60.22474184083233,109.07276652653219
dresses,maxi dress,Perfect Fit,110.47856108603683,94.2912025219803,92.26291216795649,110.35878216929771,93.95895062537123,93.67408739284059
lower_fitted,jeans,Very Tight,117.49182807685186,87.83468936478067,113.81367933126414,121.4225433056372,81.57913556896332,116.14981304328761
upper_loose,oversized shirt,Perfect Fit,76.65143789627626,110.9669318286868,132.643290763227,75.58149815846305,109.3244775619581,135.85565632928768
upper_fitted,shirt,Slightly Tight,86.7225250863117,60.52238376923111,110.45002956905674,84.76285507919295,62.29984624987581,109.80960500487924
lower_fitted,jeans,Perfect Fit,100.08122780147761,94.61239635673043,93.49350871427292,99.28603787298458,95.80082206581564,91.43614362557351
upper_loose,kaftan,Perfect Fit,124.22553303423813,107.09281945218125,101.40605798110087,123.99994324966487,107.7066522120626,103.92020008262797
upper_loose,hoodie,Slightly Tight,111.22548203988057,83.74068896645105,130.58125730463368,108.16688953051559,86.1149005288687,128.11950524877773
upper_loose,poncho,Perfect Fit,92.70123913706597,96.87858449898738,123.54116669908626,91.29696826732571,96.32987885529168,123.39293254615684
lower_fitted,formal pants,Slightly Loose,113.20371264084261,79.62875813504574,104.67878939256511,110.38220700204103,84.25981378978345,108.82943719283148
dresses,bodycon dress,Perfect Fit,92.55151692598562,114.30712010091543,125.69359383863252,92.98208517252968,116.71384864421921,128.6528533818546
lower_fitted,jeans,Slightly Tight,99.80319629953257,106.8034257040037,92.05910382157597,97.43545216162332,105.12328878834029,91.18373470144923
lower_fitted,formal pants,Slightly Tight,117.87843756828664,105.80068321949426,96.16424868202716,116.97637192983838,103.74589909486711,97.02433810856377
lower_fitted,skinny pants,Slightly Tight,106.87241006378625,109.11666245840055,133.69659649187287,106.26370229482538,106.54793717777761,134.7553348383431
upper_loose,kaftan,Perfect Fit,76.84119075263037,65.77127763431545,95.96921655637982,76.92052326050695,64.72606877248899,97.03271520489955
dresses,midi dress,Slightly Tight,108.09397749577529,71.51633390060245,133.0525953309264,105.16309391417029,73.05763511763132,132.37158860174713
lower_loose,palazzo,Perfect Fit,77.40665455375674,97.46157668823649,92.66512984272745,84.08845988626696,96.65117417854091,93.27990460890621
lower_fitted,leggings,Very Tight,108.08637368016896,65.96132420260349,124.4645427136458,104.42927993736716,60.77550881375103,121.10346165644538
upper_fitted,tank top,Slightly Tight,119.98129863167424,96.56455031408174,87.3038434610264,118.05351874893832,99.28555167521584,91.3221066278558
upper_loose,poncho,Very Tight,121.33706946193342,81.3467315853581,125.34495055598452,117.1632419433447,85.76181723788801,124.53670380368992
lower_fitted,skinny pants,Perfect Fit,111.8056343963672,97.37337445746277,120.2930539259944,112.97955428756796,96.80569709432564,117.93659472509893
upper_loose,loose kurti,Perfect Fit,76.361417651997,70.26928576097076,96.54333778161977,77.63724884591208,67.75479683517499,95.79302944189428
upper_loose,hoodie,Slightly Loose,95.70375101681249,80.09780943738922,111.78734874850872,98.3781178579632,78.47766374902766,113.09211183671809
upper_fitted,blouse,Perfect Fit,109.9669845287116,105.60963526283454,113.9400846751381,109.89955448644531,104.32442503916697,111.2418557817387
lower_fitted,skinny pants,Slightly Tight,80.21442473801977,71.23145413119593,108.4787234401448,77.46202658829885,68.33217636339789,107.3499156735429
dresses,midi dress,Perfect Fit,115.16319209560962,78.02749433797612,104.29648055493891,113.99801170625089,80.70946970002866,105.24033747995223
upper_fitted,t-shirt,Slightly Loose,116.5949858822554,62.686398190630456,98.46316653631449,118.63942400558143,58.14176280872844,93.14904363544223
lower_loose,wide-leg pants,Perfect Fit,123.65735147591863,63.38216260723744,86.84942811659002,119.96613065156654,62.6931055976758,81.60551021048325
lower_loose,joggers,Perfect Fit,91.06120599193288,106.64503235184259,90.04608486241649,87.44256734680344,105.41573561784568,90.94677259169103
lower_fitted,leggings,Slightly Tight,90.12470471915307,77.66814047018266,103.28869411260962,87.18685931105668,74.2910879147995,104.15417965319557
upper_loose,loose kurti,Perfect Fit,119.69715870997915,95.55553372747212,111.04850825169001,121.63732264233363,95.5201713715391,105.70878688143462
upper_fitted,t-shirt,Perfect Fit,103.92343678711258,108.53832127942016,125.58878179113583,103.19597061995348,106.83394327388397,124.34400827377212
dresses,bodycon dress,Perfect Fit,85.16404812092298,83.75921038735082,90.2196773060628,84.11811819506329,88.13031445377842,87.68642364159103
lower_fitted,skinny pants,Perfect Fit,78.0588874833069,74.41752251830445,109.065719104758,77.27826618095654,75.62814670051212,109.36791478079103
lower_loose,joggers,Slightly Tight,104.9248449856712,100.61120157035364,129.86429086292358,105.46283622093645,98.98605332044248,127.29321349304867
upper_loose,poncho,Perfect Fit,80.33124906810595,72.44719168362872,87.02547700999197,80.15898932958581,74.1476007781622,84.32797213859338
lower_loose,wide-leg pants,Perfect Fit,80.17648735616056,73.4843059905264,95.28973606814354,82.81558631603795,72.0155438327721,97.67538633754212
dresses,bodycon dress,Very Tight,88.02779095349477,79.0646412475553,123.91745637854895,83.81790180524774,78.90026976684916,122.11068957716478
upper_loose,oversized shirt,Slightly Loose,113.40924030759584,73.02338216011945,95.95788975476184,116.27363447018772,69.6802143920818,97.51189276944321
upper_loose,oversized shirt,Perfect Fit,85.31871024106434,88.36249089389048,91.58117087687722,86.4588742234829,91.03602583031767,87.80083141240263
upper_fitted,blouse,Perfect Fit,106.9919307734971,74.61852002885789,88.18490223464048,108.96465976629153,77.78250724109591,89.19489242586826
upper_fitted,blouse,Perfect Fit,123.00475456470157,92.64290152726076,116.27019036662787,122.5325867046974,96.88114825565795,115.99734922640872
lower_loose,joggers,Perfect Fit,107.65351898847133,114.06324248933373,97.66947276092324,107.8751353332468,113.99534771078815,94.68434021960499
upper_loose,hoodie,Slightly Loose,77.48326860602856,93.64103545317002,121.6145591116575,80.29700092135673,92.1522012362001,118.90216428712289
lower_fitted,formal pants,Perfect Fit,83.78261471641302,83.81267878984397,114.26795187846885,86.09335801573586,84.78623313190755,113.29369267980229
dresses,midi dress,Perfect Fit,88.97796443721685,113.54693832035844,118.24709587948894,89.73434653618668,117.6648453742534,115.33304974675096
dresses,maxi dress,Perfect Fit,103.29556426552399,97.16531466257604,120.23063793866312,104.7375138108913,96.39220554377147,122.39529007018892
upper_loose,kaftan,Very Tight,97.68249187161746,68.9899623480737,113.92530661430138,93.38030965765172,67.80606468987496,113.36262025689275
lower_fitted,leggings,Very Tight,86.91842442074821,114.61389286522356,129.89126961182438,87.20187426626028,110.36980734814857,130.96379395559765
lower_loose,joggers,Perfect Fit,83.09507319625115,60.31635500234909,130.9728171236385,81.00072667117448,62.26679010559984,132.00478569917496
lower_loose,palazzo,Slightly Tight,111.07805395500995,74.65783664203833,126.7070284099016,109.64406596211674,71.65730532044905,124.33851937953325
dresses,maxi dress,Perfect Fit,81.41370975793446,111.21472825306677,107.32840502529461,82.13459942074863,107.69547536900872,110.52373242885156
lower_loose,joggers,Slightly Tight,106.15697941559165,110.7186909996469,126.69289825599137,106.16225137068653,108.16414947042202,127.69692569651585
upper_fitted,shirt,Perfect Fit,112.1782228083363,91.18196503377231,105.2930769798508,113.77198111332335,89.13486257483117,106.86500949103345
lower_fitted,jeans,Perfect Fit,99.08826661821435,77.57247018488705,99.82407383780233,100.24276206671198,77.2115055522967,97.41320896072975
upper_fitted,t-shirt,Perfect Fit,103.92059227309417,112.48595569301136,122.86684839835743,102.76963102849014,112.57655153099141,122.56675545657816
lower_loose,wide-leg pants,Perfect Fit,94.8686579547272,88.32032496339428,133.50424227421024,94.83986106016192,87.31024584964307,129.77612414726516
upper_fitted,blouse,Perfect Fit,122.89549580306206,85.10893245851416,88.38037765851867,121.80094063370294,84.49559678546099,86.58725959155754
upper_fitted,tank top,Perfect Fit,80.62806856786396,61.162552748295276,109.32430101428083,80.3137129243759,60.56372676923508,104.93154294111612
upper_loose,oversized shirt,Slightly Loose,99.7013029184727,60.300775875287925,112.19158624236215,102.53034263276398,57.442905307781956,113.15400089865282
lower_loose,joggers,Perfect Fit,105.97358483496662,76.5590065760957,122.67992735294203,106.65407785200642,77.95508491173727,122.72559835113958
dresses,midi dress,Perfect Fit,115.05933969997386,76.25590165186733,100.30800958091865,114.33595073789813,73.26249278339887,98.9803898598343
upper_loose,oversized shirt,Perfect Fit,106.49064539713356,83.66606936400375,104.81281185406004,106.20835377028823,87.49264284637901,102.73632027700255
lower_fitted,formal pants,Slightly Tight,94.19631936191192,106.96575060969047,100.76632578676283,93.89265696658906,104.35575454895019,99.22625864657061
upper_fitted,blouse,Perfect Fit,122.27074239759179,99.84462331856932,100.31613236876932,122.93568634500988,100.50781286183148,97.02378546359151
dresses,midi dress,Perfect Fit,86.85101268917161,89.95092431426698,117.45974187974856,87.45917404641209,89.76595343600425,113.91150375765358
lower_loose,joggers,Slightly Tight,86.82714823696935,71.8597063895036,105.96834567635517,84.53866575333583,70.30818742859209,106.34026235941299
dresses,maxi dress,Perfect Fit,104.1190671328416,100.03456923849726,132.40830805677643,105.4249802859676,99.96180632308965,132.00432074618993
lower_fitted,jeans,Perfect Fit,100.3842777792385,87.35425666637798,96.9015152831842,99.45155151175014,88.56139984918045,96.12726258206487
lower_fitted,skinny pants,Slightly Loose,88.28246107341838,108.65487269575857,114.7998296759872,83.87725384236388,111.74385762631044,119.13923499928133
upper_loose,kaftan,Perfect Fit,80.45184976007098,95.98018209274653,91.2393602369621,80.43946942543828,94.99460569561724,89.69234320955678
dresses,midi dress,Perfect Fit,106.55073853478196,71.12267201919694,133.61366300068812,106.8429453189156,71.49319034025622,131.32023756307274
lower_fitted,leggings,Slightly Loose,93.2119632139844,95.90078417279025,115.54080706673427,93.8778040333207,99.14720817811659,112.38637270858165
upper_loose,hoodie,Slightly Tight,109.82715730595675,94.8053300230844,117.48620137630857,108.25963610676878,93.48804601709564,118.51545326616508
upper_fitted,crop top,Perfect Fit,87.03332632419507,66.42463804400168,88.46006553998558,86.73577638648304,70.49666943066443,89.94765933435494
lower_loose,wide-leg pants,Slightly Tight,92.25324623608365,66.41177573732949,120.74388691367864,93.70934921806578,64.02978273106955,121.66490518071913
upper_fitted,blouse,Slightly Tight,85.49314294154637,101.50176812835521,87.47943175746984,82.94056492955137,100.98079824757541,88.81835738203026
dresses,midi dress,Slightly Tight,118.27775083295934,68.67341704133588,123.21763450033515,115.9836286553988,69.39249213375457,126.5099074188113
upper_fitted,shirt,Perfect Fit,79.9024116690493,71.43700578716926,87.21588404893706,80.78591312210364,71.12899972684701,85.43875654636656
upper_loose,oversized shirt,Slightly Loose,115.58038011709475,83.73942652132442,110.19640187355199,119.03392589795972,88.75773166346701,111.53555951783952
upper_fitted,t-shirt,Slightly Tight,96.83175485764416,106.13538710769873,127.32806099897286,93.6778303089726,106.99003223245796,129.9258301072114
upper_fitted,crop top,Perfect Fit,123.34010810978384,60.45471744129525,87.70367789157889,123.25224303521519,62.53220556435358,89.65135083564279
dresses,bodycon dress,Perfect Fit,88.85128022080903,75.36305798246069,92.82053717597933,88.39238196427236,75.73260703073974,88.97606822563344
upper_fitted,blouse,Perfect Fit,113.9938767603582,94.41990254399681,126.43868714881978,113.89101347014747,93.3470427481409,127.87881176039924
lower_loose,palazzo,Perfect Fit,86.988331042658,63.08427677625103,99.1729340668813,88.01409996034165,62.766898941276835,96.72718482668272
upper_fitted,shirt,Perfect Fit,79.02700145778371,72.67420938376591,88.28434154495997,78.17477521308949,70.25355002811482,90.40438327190726
lower_fitted,jeans,Slightly Tight,86.80227628371044,111.00681334050859,97.01490861575935,83.48525308413629,107.83088573401535,97.36380903755887
upper_loose,poncho,Perfect Fit,118.24714151679825,61.63909499165204,101.77169733096831,119.95298484462103,55.09587392838299,106.68555024322788
lower_fitted,skinny pants,Slightly Tight,110.23528504682184,63.4498361288912,124.7592828446596,109.83818310695395,61.6837034512731,123.1383359029025
lower_fitted,leggings,Slightly Loose,105.35210128349054,70.48249349018157,100.54989623866813,106.48244879773921,73.8083766237885,102.2326500971273
upper_fitted,blouse,Slightly Loose,117.8086505590469,67.58900236165539,97.9003773053566,121.47094858541583,61.24364115215773,99.20856272464353
upper_fitted,fitted kurti,Perfect Fit,115.02347084829287,104.8944211341907,127.74579425567649,114.47217820602732,105.6095344263281,129.80551368973602
upper_fitted,tank top,Slightly Tight,106.00258233673951,100.17487871434835,90.35565234252593,103.56066265685128,96.94119562651586,94.20109369061215
lower_loose,joggers,Perfect Fit,84.8287909083561,67.71957499757687,101.17893606950894,86.97477757597628,66.58011692335742,103.03328843290912
upper_fitted,tank top,Very Tight,103.4518961419838,72.68834122801586,122.79007050018171,97.46469090037439,70.86549037029584,123.00420298401015
lower_loose,palazzo,Slightly Tight,95.41516097741994,88.46282897728287,111.03032498741499,98.19011645137344,86.09901836279279,110.62009535990082
upper_fitted,tank top,Slightly Tight,110.6088965587559,108.83384580441862,113.05453467211977,108.90500574436597,109.68989928345053,114.43533708192363
upper_loose,oversized shirt,Perfect Fit,85.25139958147761,88.1898248128939,116.27798235932926,86.73012207952648,90.55978154578415,120.4068554316121
lower_loose,palazzo,Perfect Fit,91.83639845385983,72.65176441070008,111.64218774583435,91.01127034692149,73.06197772300206,116.73876953846718
lower_loose,joggers,Slightly Tight,124.44371100223637,75.24520404647714,94.34614442100718,126.05383702150883,72.56566239860256,97.61568665374799
lower_loose,wide-leg pants,Perfect Fit,118.96160781274075,91.17776579296012,130.0314404320552,118.30036846138115,90.68468361354606,128.56260671079474
upper_loose,poncho,Perfect Fit,95.74859612411636,89.26197697168281,125.0748167617032,96.68821277922241,89.45395078446191,127.26239411287344
dresses,maxi dress,Perfect Fit,113.2587443046327,98.84196517164672,109.00125238513532,113.49018545991974,99.29298085505363,107.73838635577476
dresses,maxi dress,Perfect Fit,95.5085182544472,74.71583859291889,113.19175624894676,94.53431267891845,71.19341196940624,114.2415787360543
lower_fitted,jeans,Slightly Loose,107.25516392895994,112.71565172484588,124.88289270816881,104.22638628550104,116.04521668264813,124.88769740914624
dresses,bodycon dress,Perfect Fit,121.22459594757882,79.88920184185204,95.23364355207713,120.23422579280731,79.95286166982686,98.44795008274632
upper_fitted,crop top,Slightly Tight,121.0760117193337,79.49330691662153,122.4835544774898,119.53722101962165,82.78526256690279,122.53343036463602
upper_fitted,fitted kurti,Perfect Fit,106.56276550408873,78.94651899481877,110.70155107943285,107.04899925491617,75.87401630216539,112.43860482002842
upper_fitted,crop top,Perfect Fit,95.43094653800148,67.70040858079231,133.5645048744056,94.82953740252509,67.26286634273849,133.4028579458372
lower_loose,joggers,Slightly Tight,77.73261885154746,67.35746386993888,116.78021605502602,78.63507024880154,65.18900011208541,117.49504039622231
upper_loose,kaftan,Perfect Fit,113.92333413403034,71.90015014614686,106.83374408007377,112.80226058066006,73.5796497870216,111.70121403276015
upper_loose,poncho,Slightly Loose,75.87372278825309,100.95063691527186,133.52695408087993,78.73408045274472,102.10783181380879,136.41283505647078
upper_loose,oversized shirt,Perfect Fit,79.11403246275844,113.56339520975915,113.25294605015355,79.0778623520497,117.21938127647104,115.19330896686488
upper_fitted,blouse,Perfect Fit,76.55487771143217,69.73942479131664,92.91245897889857,77.45589239535859,66.83035105624046,87.32491166192456
upper_loose,poncho,Slightly Tight,78.49040981577645,74.40962424129039,116.81599819606798,75.11571414990436,76.39527028118127,122.77161363028418
lower_fitted,skinny pants,Slightly Tight,93.44293746067574,112.59401028656282,121.8672302456987,91.6419174432551,110.92207584324446,123.33921793337191
dresses,maxi dress,Perfect Fit,112.27837100282827,110.72717317267093,97.03615315550323,113.57605589588157,112.19033326087218,92.26841389244937
upper_fitted,crop top,Slightly Tight,96.58997544575483,63.7200664681697,98.30549383054164,92.64874585983068,59.39655188012619,98.4992503069109
upper_loose,oversized shirt,Perfect Fit,115.1814754471657,88.62459555448768,96.82878862585005,114.41946222891532,89.74452257043569,99.07636674393679
lower_loose,wide-leg pants,Perfect Fit,102.97087442022942,82.46550303238631,133.34544503595976,106.79207787603555,81.30368600382855,136.6549286270756
upper_loose,hoodie,Very Tight,109.82535052563163,62.83239569561657,92.19983729613215,105.58707551194301,59.41485409131726,89.87045231945737
dresses,bodycon dress,Perfect Fit,113.960561442567,72.74855309032151,104.68165648099031,114.31677312721123,74.87394140410251,105.47907630315946
upper_fitted,t-shirt,Perfect Fit,87.63114840615584,81.34391821578306,127.603748887327,88.394829310161,83.10574896680286,130.05838383788995
upper_loose,poncho,Perfect Fit,78.1489421009513,114.66273677077359,129.48257327427905,77.87794479336256,111.82499651128785,129.65328122271714
upper_loose,poncho,Perfect Fit,95.28558183614085,79.01461899474371,123.14200575057603,95.84710301160719,80.65770101547194,122.0107227005451
lower_loose,palazzo,Perfect Fit,115.54116048197089,87.87836889880731,90.58741842124802,114.51918826309947,86.94112045902531,84.44160041752941
lower_fitted,skinny pants,Slightly Tight,113.24510502295432,63.214481464090476,114.83976360165644,109.82692310240668,61.66702153442955,116.81338546107548
lower_loose,wide-leg pants,Perfect Fit,100.9518938016086,78.78644150367805,97.82305933896177,102.89632837786365,78.93015488418729,96.58145550629165
lower_loose,joggers,Perfect Fit,122.34375554631069,75.49746982299392,87.48006638343097,123.30283316192393,76.95095304863729,86.65683240198695
dresses,bodycon dress,Perfect Fit,115.60032456324736,83.72355943842331,94.8530424141361,116.11450600120803,83.83918962256047,98.46543745497732
lower_loose,joggers,Perfect Fit,106.28154193162283,89.67562312219357,121.85514313810222,101.45067447584051,90.83615591533642,123.44149159504678
upper_fitted,t-shirt,Slightly Tight,110.87446848661921,108.9115622843634,106.64734888493072,108.99722466147743,113.64588442425183,106.82162838978795
lower_fitted,skinny pants,Slightly Tight,122.39350688881947,113.83304583967322,101.05307844118998,123.40033192062161,111.71547870182486,102.65810837866294
upper_fitted,blouse,Slightly Loose,105.05394523750098,82.15214264971473,116.75328540837978,108.0618498571835,84.85113440365176,118.26030731539646
upper_loose,oversized shirt,Slightly Loose,113.65082271203899,107.67394202443629,105.74778875703582,116.80075576741918,103.53504002367346,102.67046954686354
upper_loose,kaftan,Slightly Tight,105.3555138650325,85.68462973588136,104.17908263708944,103.53935087979701,86.74852575231388,100.06661312713337
lower_fitted,skinny pants,Perfect Fit,107.39085252473849,74.59343345322635,118.80713051258999,108.3181213007941,76.28667282430409,120.38307142380272
upper_fitted,crop top,Perfect Fit,106.51784212978541,75.21250248726355,121.22588475126267,106.55212871979603,77.31749878619087,120.27298464284583
dresses,maxi dress,Perfect Fit,112.34870616849778,93.56145085443929,109.41317179769862,112.21444975578241,86.80391274716848,109.22090251052909
dresses,bodycon dress,Slightly Tight,89.57155435051897,104.62252403664182,114.75405666613807,87.24363684325785,105.17063818640551,112.77683003897721
lower_fitted,skinny pants,Perfect Fit,95.0419194690752,64.46484367883447,90.75456440000728,96.29615020806959,65.40138296721493,90.95367743854608
lower_fitted,jeans,Perfect Fit,114.25549169723182,90.85202084770384,129.5758733932963,112.61941375606169,91.2788282658871,130.52953151756464
upper_loose,oversized shirt,Slightly Tight,103.68211263868605,113.52199513050903,100.2225539895644,100.11694154318526,114.11170252725064,105.09866291819786
dresses,midi dress,Slightly Tight,109.30328882353143,63.226469778145244,110.4686296667601,106.78072002733627,67.12713174616779,113.55651499024525
dresses,bodycon dress,Slightly Loose,98.7922334623135,94.91295386689288,128.24760790112998,101.7535553685438,93.75515341553177,126.10998589487521
lower_loose,palazzo,Perfect Fit,109.77313930959201,86.2286675182456,97.62646955003308,110.00697687433774,88.07393680658173,95.20968417938911
lower_fitted,jeans,Slightly Loose,119.53291881050527,88.38077885004856,129.54628264887836,120.44473658527863,91.26902888844954,130.53262338171817
dresses,maxi dress,Slightly Loose,100.57929602142887,107.3715109999223,134.62287111782086,104.63392704109039,110.2252623880565,134.74881182919316
upper_fitted,tank top,Slightly Loose,111.73404900803725,109.33641191795829,131.55062473221446,115.84469735724856,106.39333365171787,130.8283079645292
dresses,maxi dress,Slightly Loose,102.25062192360582,85.13484619769036,130.93044256105938,104.72651634822189,84.23160891417871,134.8118424158973
upper_fitted,tank top,Slightly Tight,124.53695811535411,113.6065037838269,114.85591558686392,122.69870542312928,114.36156800916307,114.72426075336183
